index,readout,read_val,name,model_name,p_val,log2FC,xnorm,pname
67,Decay,64.60000000000001,IL2,thres,15.357241379310345,0.0,1.013840830449827,beta_prec
68,Peak,1103.190799939253,IL2,thres,15.46206896551724,-0.028471810305824977,1.0207612456747404,beta_prec
69,Area,6174.126598615654,IL2,thres,15.46206896551724,-0.025088105248920738,1.0207612456747404,beta_prec
70,Peaktime,6.372899023598789,IL2,thres,15.46206896551724,0.0003399802586621538,1.0207612456747404,beta_prec
71,Decay,64.5,IL2,thres,15.46206896551724,-0.00223500438330862,1.0207612456747404,beta_prec
72,Peak,1096.0421760570039,IL2,thres,15.566896551724138,-0.03785082622601122,1.027681660899654,beta_prec
73,Area,6138.908380603623,IL2,thres,15.566896551724138,-0.033341031861618055,1.027681660899654,beta_prec
74,Peaktime,6.373508340362821,IL2,thres,15.566896551724138,0.0004779106180753918,1.027681660899654,beta_prec
75,Decay,64.5,IL2,thres,15.566896551724138,-0.00223500438330862,1.027681660899654,beta_prec
76,Peak,1088.9792391926796,IL2,thres,15.671724137931033,-0.04717769085691499,1.0346020761245673,beta_prec
77,Area,6104.110456751915,IL2,thres,15.671724137931033,-0.041542101880228145,1.0346020761245673,beta_prec
78,Peaktime,6.374172775028377,IL2,thres,15.671724137931033,0.0006283029269484634,1.0346020761245673,beta_prec
79,Decay,64.5,IL2,thres,15.671724137931033,-0.00223500438330862,1.0346020761245673,beta_prec
80,Peak,1082.0019265757323,IL2,thres,15.776551724137931,-0.05645107298322288,1.041522491349481,beta_prec
81,Area,6069.73162042169,IL2,thres,15.776551724137931,-0.04969044292469571,1.041522491349481,beta_prec
82,Peaktime,6.37489004046457,IL2,thres,15.776551724137931,0.0007906356887938048,1.041522491349481,beta_prec
83,Decay,64.5,IL2,thres,15.776551724137931,-0.00223500438330862,1.041522491349481,beta_prec
84,Peak,1075.110025626894,IL2,thres,15.881379310344826,-0.06566982970378439,1.0484429065743943,beta_prec
85,Area,6035.7710534694315,IL2,thres,15.881379310344826,-0.05778508738195103,1.0484429065743943,beta_prec
86,Peaktime,6.375675415400381,IL2,thres,15.881379310344826,0.0009683621638252355,1.0484429065743943,beta_prec
87,Decay,64.4,IL2,thres,15.881379310344826,-0.004473476579307974,1.0484429065743943,beta_prec
88,Peak,1068.299745525451,IL2,thres,15.986206896551723,-0.07483764308647216,1.055363321799308,beta_prec
89,Area,6002.211734981805,IL2,thres,15.986206896551723,-0.06582895795968156,1.055363321799308,beta_prec
90,Peaktime,6.376500270079484,IL2,thres,15.986206896551723,0.0011549991402920142,1.055363321799308,beta_prec
91,Decay,64.4,IL2,thres,15.986206896551723,-0.004473476579307974,1.055363321799308,beta_prec
92,Peak,1061.5701595348853,IL2,thres,16.09103448275862,-0.08395441836096898,1.0622837370242213,beta_prec
93,Area,5969.0431566179195,IL2,thres,16.09103448275862,-0.07382348591879272,1.0622837370242213,beta_prec
94,Peaktime,6.3773655386037795,IL2,thres,16.09103448275862,0.0013507544712135344,1.0622837370242213,beta_prec
95,Decay,64.4,IL2,thres,16.09103448275862,-0.004473476579307974,1.0622837370242213,beta_prec
96,Peak,1054.9194638751012,IL2,thres,16.195862068965518,-0.09302127805319332,1.069204152249135,beta_prec
97,Area,5936.262406633442,IL2,thres,16.195862068965518,-0.08176830425298494,1.069204152249135,beta_prec
98,Peaktime,6.378269910233132,IL2,thres,16.195862068965518,0.0015553279669374993,1.069204152249135,beta_prec
99,Decay,64.4,IL2,thres,16.195862068965518,-0.004473476579307974,1.069204152249135,beta_prec
100,Peak,1048.34943435278,IL2,thres,16.300689655172413,-0.10203446685463888,1.0761245674740483,beta_prec
101,Area,5903.878498988606,IL2,thres,16.300689655172413,-0.0896601392973666,1.0761245674740483,beta_prec
102,Peaktime,6.379250625493448,IL2,thres,16.300689655172413,0.0017771380030500484,1.0761245674740483,beta_prec
103,Decay,64.3,IL2,thres,16.300689655172413,-0.006715427365977823,1.0761245674740483,beta_prec
104,Peak,1041.8547864225889,IL2,thres,16.40551724137931,-0.11099993197244398,1.0830449826989619,beta_prec
105,Area,5871.860207140805,IL2,thres,16.40551724137931,-0.09750554855001474,1.0830449826989619,beta_prec
106,Peaktime,6.3802553696271,IL2,thres,16.40551724137931,0.0020043473295761026,1.0830449826989619,beta_prec
107,Decay,64.3,IL2,thres,16.40551724137931,-0.006715427365977823,1.0830449826989619,beta_prec
108,Peak,1035.4377972861926,IL2,thres,16.510344827586206,-0.11991325301833088,1.0899653979238753,beta_prec
109,Area,5840.228374400327,IL2,thres,16.510344827586206,-0.10529838564639386,1.0899653979238753,beta_prec
110,Peaktime,6.381332735130738,IL2,thres,16.510344827586206,0.0022479392493680423,1.0899653979238753,beta_prec
111,Decay,64.3,IL2,thres,16.510344827586206,-0.006715427365977823,1.0899653979238753,beta_prec
112,Peak,1029.0938220803198,IL2,thres,16.615172413793104,-0.12877962279452404,1.0968858131487889,beta_prec
113,Area,5808.944043241441,IL2,thres,16.615172413793104,-0.11304723789208188,1.0968858131487889,beta_prec
114,Peaktime,6.382428608583411,IL2,thres,16.615172413793104,0.002495673621223453,1.0968858131487889,beta_prec
115,Decay,64.3,IL2,thres,16.615172413793104,-0.006715427365977823,1.0968858131487889,beta_prec
116,Peak,1022.8240694849464,IL2,thres,16.72,-0.13759612482385364,1.1038062283737022,beta_prec
117,Area,5778.027715602132,IL2,thres,16.72,-0.12074604640618446,1.1038062283737022,beta_prec
118,Peaktime,6.383584303542542,IL2,thres,16.72,0.002756885230885837,1.1038062283737022,beta_prec
119,Decay,64.2,IL2,thres,16.72,-0.008960867571621876,1.1038062283737022,beta_prec
0,Peak,1154.0126113937195,IL2,thres,0.216,0.03985595690243132,0.903114186851211,d_eff
1,Area,6960.105617681131,IL2,thres,0.216,0.14701846826169052,0.903114186851211,d_eff
2,Peaktime,6.323617707985403,IL2,thres,0.216,-0.010521004764550045,0.903114186851211,d_eff
3,Decay,71.10000000000001,IL2,thres,0.216,0.1338557467347907,0.903114186851211,d_eff
4,Peak,1151.7472089825567,IL2,thres,0.2176551724137931,0.037021068509506545,0.9100346020761245,d_eff
5,Area,6907.186554765227,IL2,thres,0.2176551724137931,0.1360074591487461,0.9100346020761245,d_eff
6,Peaktime,6.326825704994896,IL2,thres,0.2176551724137931,-0.00978930527783648,0.9100346020761245,d_eff
7,Decay,70.60000000000001,IL2,thres,0.2176551724137931,0.1236743703865558,0.9100346020761245,d_eff
8,Peak,1149.481078800218,IL2,thres,0.2193103448275862,0.03417968519241813,0.9169550173010381,d_eff
9,Area,6855.046888687318,IL2,thres,0.2193103448275862,0.12507580363003934,0.9169550173010381,d_eff
10,Peaktime,6.330039377642099,IL2,thres,0.2193103448275862,-0.009056683153712613,0.9169550173010381,d_eff
11,Decay,70.10000000000001,IL2,thres,0.2193103448275862,0.11342063112599877,0.9169550173010381,d_eff
12,Peak,1147.220476236282,IL2,thres,0.2209655172413793,0.0313396460463005,0.9238754325259515,d_eff
13,Area,6803.698714172066,IL2,thres,0.2209655172413793,0.11422852557483654,0.9238754325259515,d_eff
14,Peaktime,6.3332735392818345,IL2,thres,0.2209655172413793,-0.008319765557008372,0.9238754325259515,d_eff
15,Decay,69.60000000000001,IL2,thres,0.2209655172413793,0.10309349296410372,0.9238754325259515,d_eff
16,Peak,1144.9632402295808,IL2,thres,0.22262068965517243,0.02849824705873708,0.9307958477508651,d_eff
17,Area,6753.114301373791,IL2,thres,0.22262068965517243,0.10346224590594227,0.9307958477508651,d_eff
18,Peaktime,6.336523340836807,IL2,thres,0.22262068965517243,-0.007579663291057735,0.9307958477508651,d_eff
19,Decay,69.2,IL2,thres,0.22262068965517243,0.09477822475210002,0.9307958477508651,d_eff
20,Peak,1142.7092892416129,IL2,thres,0.22427586206896552,0.02565538828147831,0.9377162629757786,d_eff
21,Area,6703.276588752372,IL2,thres,0.22427586206896552,0.0927757326808923,0.9377162629757786,d_eff
22,Peaktime,6.339788826968974,IL2,thres,0.22427586206896552,-0.006836371284547734,0.9377162629757786,d_eff
23,Decay,68.7,IL2,thres,0.22427586206896552,0.08431628593347561,0.9377162629757786,d_eff
